Product_item_no,Product_mfr_no,Product_name,Product_packsize,Product_price,Product_url,Product_value,Product_wght
4006015,0.90,Accessories for Microbiological Air Sampling System MBASS30; Description Air sampler module LKS100 (air flow: 100L/min),ea,"€ 745,01",https://www.reagecon.com/environmental/sample-analysis/accessories-for-microbiological-air-sampling-4006015?returnurl=%2fenvironmental%2fsample-analysis%2f,01-107,0.90
4006013,2.80,Accessories for Microbiological Air Sampling System MBASS30; Description Case for MBASS30 with blue PE foam anthracite,ea,"€ 154,55",https://www.reagecon.com/environmental/sample-analysis/accessories-for-microbiological-air-sampling-4006013?returnurl=%2fenvironmental%2fsample-analysis%2f,01-255,2.80
4006012,2.80,Accessories for Microbiological Air Sampling System MBASS30; Description Case for MBASS30 with blue PE foam light grey,ea,"€ 154,55",https://www.reagecon.com/environmental/sample-analysis/accessories-for-microbiological-air-sampling-4006012?returnurl=%2fenvironmental%2fsample-analysis%2f,01-250,2.80
4006075,0.11,Extraction thimbles; cellulose; Int. diam. 19 mm; Length 90 mm,25pk,"€ 57,83",https://www.reagecon.com/environmental/sample-analysis/extraction-thimbles-cellulose-int-diam-19-mm-4006075?returnurl=%2fenvironmental%2fsample-analysis%2f,90019090,0.11
6090340,0.01,Graduated pipettes for tissue culture; clear glass; amber stain graduation; Volume 2 ml; Grad. 0.1 ml; Overall  length 230 ± 3 mm,ea,"€ 6,51",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-for-tissue-culture-clear-glass-6090340?returnurl=%2fpipettes-graduated%2f,1170142,0.01
6080523,0.02,Graduated pipettes for tissue culture; clear glass; amber stain graduation; Volume 5 ml; Grad. 0.1 ml; Overall  length 230 ± 3 mm,ea,"€ 6,51",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-for-tissue-culture-clear-glass-6080523?returnurl=%2fpipettes-graduated%2f,1170154,0.02
6081209,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 5 ml; Grad. 0.05 ml; Tolerance 0.03 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,60",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-soda-lime-glass-class-as-amber-6081209?returnurl=%2fpipettes-graduated%2f,1100153,0.02
6080498,0.01,Graduated pipettes for tissue culture; clear glass; amber stain graduation; Volume 1 ml; Grad. 0.1 ml; Overall  length 230 ± 3 mm,ea,"€ 6,51",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-for-tissue-culture-clear-glass-6080498?returnurl=%2fpipettes-graduated%2f,1170135,0.01
6077735,0.07,Haematocrit sealing compound; Type Haematocrit sealing compound,3pk,"€ 7,64",https://www.reagecon.com/pipettes-graduated/haematocrit-sealing-compound-type-haematocrit-6077735?returnurl=%2fpipettes-graduated%2f,9120101,0.07
6052960,0.04,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 2 ml; Grad. 0.02 ml; Top diam. 0.7 mm; Overall length 345 mm,ea,"€ 11,70",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-with-piston-soda-lime-glass-6052960?returnurl=%2fpipettes-graduated%2f,1190141,0.04
6051027,0.05,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 5 ml; Grad. 0.05 ml; Top diam. 0.8 mm; Overall length 360 mm,ea,"€ 13,84",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-with-piston-soda-lime-glass-6051027?returnurl=%2fpipettes-graduated%2f,1190153,0.05
6059699,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 2 ml; Grad. 0.02 ml; Tolerance 0.01 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,20",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-soda-lime-glass-class-as-amber-6059699?returnurl=%2fpipettes-graduated%2f,1100141,0.02
6059800,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 5 ml; Grad. 0.1 ml; Tolerance 0.03 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,60",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-soda-lime-glass-class-as-amber-6059800?returnurl=%2fpipettes-graduated%2f,1100154,0.02
6059364,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 0.5 ml; Grad. 0.01 ml; Tolerance 0.006 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,53",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-soda-lime-glass-class-as-amber-6059364?returnurl=%2fpipettes-graduated%2f,1100129,0.02
DEN80140PY,0.32,Reagecon Density Standards Premium Range 0.9520 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-9520-g-den80140py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.9520 g/ml at 80°C,0.32
6050770,0.08,Graduated pipettes with piston; Soda-lime glass; amber stain graduation; Volume 10 ml; Grad. 0.1 ml; Top diam. 1.0 mm; Overall length 385 mm,ea,"€ 15,77",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-with-piston-soda-lime-glass-6050770?returnurl=%2fpipettes-graduated%2f,1190160,0.08
6058191,0.02,Graduated pipettes; Soda-lime glass; class AS; amber stain graduation; type 3; Volume 10 ml; Grad. 0.1 ml; Tolerance 0.05 ± ml; Overall  length 360 ± 5 mm,ea,"€ 4,65",https://www.reagecon.com/pipettes-graduated/graduated-pipettes-soda-lime-glass-class-as-amber-6058191?returnurl=%2fpipettes-graduated%2f,1100160,0.02
DEN80130PY,0.32,Reagecon Density Standards Premium Range 0.9006 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-9006-g-den80130py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.9006 g/ml at 80°C,0.32
DEN80120PY,0.32,Reagecon Density Standards Premium Range 0.8629 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-8629-g-den80120py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.8629 g/ml at 80°C,0.32
DEN80070PY,0.32,Reagecon Density Standards Premium Range 0.7220 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-7220-g-den80070py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.7220 g/ml at 80°C,0.32
DEN80080PY,0.32,Reagecon Density Standards Premium Range 0.7407 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-7407-g-den80080py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.7407 g/ml at 80°C,0.32
DEN80060PY,0.32,Reagecon Density Standards Premium Range 0.7047 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-7047-g-den80060py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.7047 g/ml at 80°C,0.32
DEN80090PY,0.32,Reagecon Density Standards Premium Range 0.7614 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-7614-g-den80090py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.7614 g/ml at 80°C,0.32
DEN80100PY,0.32,Reagecon Density Standards Premium Range 0.7844 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-7844-g-den80100py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.7844 g/ml at 80°C,0.32
DEN80050PY,0.32,Reagecon Density Standards Premium Range 0.6923 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-6923-g-den80050py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.6923 g/ml at 80°C,0.32
DEN80110PY,0.32,Reagecon Density Standards Premium Range 0.8098 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-8098-g-den80110py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.8098 g/ml at 80°C,0.32
DEN80040PY,0.32,Reagecon Density Standards Premium Range 0.6798 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-6798-g-den80040py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.6798 g/ml at 80°C,0.32
DEN80030PY,0.32,Reagecon Density Standards Premium Range 0.6661 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-6661-g-den80030py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.6661 g/ml at 80°C,0.32
DEN80020PY,0.32,Reagecon Density Standards Premium Range 0.6538 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-6538-g-den80020py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.6538 g/ml at 80°C,0.32
H20251,1.16,Reagecon Hydrochloric Acid 0.25M (0.25N) Analytical Volumetric Solution (AVL),1L,"€ 42,53",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-25m-0-25n-analytical-h20251?returnurl=%2favl_conc_hydrochloricacid%2f,0.25M (0.25N),1.16
H203110,25.40,Reagecon Hydrochloric Acid 0.31M (0.31N) Analytical Volumetric Solution (AVL),25L,"€ 73,98",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-31m-0-31n-analytical-h203110?returnurl=%2favl_conc_hydrochloricacid%2f,0.31M (0.31N),25.40
DEN80010PY,0.32,Reagecon Density Standards Premium Range 0.6407 g/ml at 80°C,100ml,"€ 76,09",https://www.reagecon.com/density_premium80%c2%b0c/reagecon-density-standards-premium-range-0-6407-g-den80010py?returnurl=%2fdensity_premium80%25c2%25b0c%2f,0.6407 g/ml at 80°C,0.32
H20255,5.05,Reagecon Hydrochloric Acid 0.25M (0.25N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-25m-0-25n-analytical-h20255?returnurl=%2favl_conc_hydrochloricacid%2f,0.25M (0.25N),5.05
H20205,5.05,Reagecon Hydrochloric Acid 0.2M (0.2N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-2m-0-2n-analytical-h20205?returnurl=%2favl_conc_hydrochloricacid%2f,0.2M (0.2N),5.05
H20210,10.10,Reagecon Hydrochloric Acid 0.2M (0.2N) Analytical Volumetric Solution (AVL),10L,"€ 118,39",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-2m-0-2n-analytical-h20210?returnurl=%2favl_conc_hydrochloricacid%2f,0.2M (0.2N),10.10
H20201,1.16,Reagecon Hydrochloric Acid 0.2M (0.2N) Analytical Volumetric Solution (AVL),1L,"€ 22,99",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-2m-0-2n-analytical-h20201?returnurl=%2favl_conc_hydrochloricacid%2f,0.2M (0.2N),1.16
H20101,1.16,Reagecon Hydrochloric Acid 0.1M (0.1N) Analytical Volumetric Solution (AVL),1L,"€ 11,21",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-1m-0-1n-analytical-h20101?returnurl=%2favl_conc_hydrochloricacid%2f,0.1M (0.1N),1.16
H20105,5.05,Reagecon Hydrochloric Acid 0.1M (0.1N) Analytical Volumetric Solution (AVL),5L,"€ 35,72",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-1m-0-1n-analytical-h20105?returnurl=%2favl_conc_hydrochloricacid%2f,0.1M (0.1N),5.05
H20055,5.05,Reagecon Hydrochloric Acid 0.05M (0.05N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-05m-0-05n-analytical-h20055?returnurl=%2favl_conc_hydrochloricacid%2f,0.05M (0.05N),5.05
H2003571,1.16,Reagecon Hydrochloric Acid 0.0357M (0.0357N) Analytical Volumetric Solution (AVL),1L,"€ 22,99",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-0357m-0-0357n-h2003571?returnurl=%2favl_conc_hydrochloricacid%2f,0.0357M (0.0357N),1.16
H200271,1.16,Reagecon Hydrochloric Acid 0.027M (0.027N ) Analytical Volumetric Solution (AVL),1L,"€ 22,42",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-027m-0-027n-h200271?returnurl=%2favl_conc_hydrochloricacid%2f,0.027M (0.027N ),1.16
H2002710,10.10,Reagecon Hydrochloric Acid 0.027M (0.027N) Analytical Volumetric Solution (AVL),10L,"€ 144,24",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-027m-0-027n-h2002710?returnurl=%2favl_conc_hydrochloricacid%2f,0.027M (0.027N),10.10
H2003575,5.05,Reagecon Hydrochloric Acid 0.0357M (0.0357N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-0357m-0-0357n-h2003575?returnurl=%2favl_conc_hydrochloricacid%2f,0.0357M (0.0357N),5.05
H20051,1.16,Reagecon Hydrochloric Acid 0.05M (0.05N) Analytical Volumetric Solution (AVL),1L,"€ 22,99",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-05m-0-05n-analytical-h20051?returnurl=%2favl_conc_hydrochloricacid%2f,0.05M (0.05N),1.16
H20025,5.05,Reagecon Hydrochloric Acid 0.02M (0.02N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-02m-0-02n-analytical-h20025?returnurl=%2favl_conc_hydrochloricacid%2f,0.02M (0.02N),5.05
H200125,0.30,Reagecon Hydrochloric Acid 0.1M (0.1N) Sterile Analytical Volumetric Solution (AVL),250ml,"€ 92,88",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-1m-0-1n-sterile-h200125?returnurl=%2favl_conc_hydrochloricacid%2f,0.1M (0.1N),0.30
H20011,1.16,Reagecon Hydrochloric Acid 0.01M (0.01N) Analytical Volumetric Solution (AVL),1L,"€ 27,27",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-01m-0-01n-analytical-h20011?returnurl=%2favl_conc_hydrochloricacid%2f,0.01M (0.01N),1.16
H20021,1.16,Reagecon Hydrochloric Acid 0.02M (0.02N) Analytical Volumetric Solution (AVL),1L,"€ 22,99",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-02m-0-02n-analytical-h20021?returnurl=%2favl_conc_hydrochloricacid%2f,0.02M (0.02N),1.16
H20015,5.05,Reagecon Hydrochloric Acid 0.01M (0.01N) Analytical Volumetric Solution (AVL),5L,"€ 65,78",https://www.reagecon.com/avl_conc_hydrochloricacid/reagecon-hydrochloric-acid-0-01m-0-01n-analytical-h20015?returnurl=%2favl_conc_hydrochloricacid%2f,0.01M (0.01N),5.05
REICPCAL17F,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (17 Elements) in 5% Nitric Acid (HNO₃) and trace Tartaric Acid (C₄H₆O₆)",100ml,"€ 378,00",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-17-reicpcal17f?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL17A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (17 Elements) in 5% Nitric Acid (HNO₃) and trace Tartaric Acid (C₄H₆O₆)",100ml,"€ 378,00",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-17-reicpcal17a?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL16B,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (16 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 381,15",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-16-reicpcal16b?returnurl=%2ficpmulticalibration%2f,100 µg/ml of each Element,0.12
REICPCAL17E,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (17 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 378,00",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-17-reicpcal17e?returnurl=%2ficpmulticalibration%2f,20 µg/ml of each Element,0.12
REICPCAL16A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (16 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 371,70",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-16-reicpcal16a?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL17D,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (17 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 406,36",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-17-reicpcal17d?returnurl=%2ficpmulticalibration%2f,100 µg/ml of each Element,0.12
REICPCAL15B,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (15 Elements) in 5% Nitric Acid (HNO₃) and trace Hydrofluoric Acid (HF)",100ml,"€ 359,10",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-15-reicpcal15b?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL14D,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (14 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 384,30",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-14-reicpcal14d?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL14B,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (14 Elements) in Nitric Acid (HNO₃)",100ml,"€ 376,43",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-14-reicpcal14b?returnurl=%2ficpmulticalibration%2f,100 µg/ml of each Element,0.12
REICPCAL14C,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (14 Elements) in 5% Nitric Acid (HNO₃) and trace Hydrofluoric Acid (HF)",100ml,"€ 365,41",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-14-reicpcal14c?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL14A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (14 Elements) in 5% Nitric Acid (HNO₃)",100ml,"€ 376,43",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-14-reicpcal14a?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL13A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (13 Elements) in 2-5% Nitric Acid (HNO₃) and trace Hydrofluoric Acid (HF)",100ml,"€ 376,43",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-13-reicpcal13a?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL13B,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (13 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 384,30",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-13-reicpcal13b?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL10G,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (10 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 261,45",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-10-reicpcal10g?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL10H,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (9 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 209,48",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-9-reicpcal10h?returnurl=%2ficpmulticalibration%2f,10 µg/ml of each Element,0.12
REICPCAL10D,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (10 Elements) in 2% Nitric Acid (HNO₃)",100ml,"€ 291,39",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-10-reicpcal10d?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
REICPCAL12A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (12 Elements) in 2-5% Nitric Acid (HNO₃)",100ml,"€ 378,00",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-12-reicpcal12a?returnurl=%2ficpmulticalibration%2f,100 µg/ml of each Element,0.12
REICPCAL10A,0.12,"Reagecon ICP, ICP-MS Multi Element Standard (10 Elements) in 5% Nitric Acid (HNO₃)",100ml,"€ 311,86",https://www.reagecon.com/icpmulticalibration/reagecon-icp-icp-ms-multi-element-standard-10-reicpcal10a?returnurl=%2ficpmulticalibration%2f,Mixed Concentrations,0.12
9033287,0.23,Storage Box PE-HD with Tightly Closing PE-LD Lid 2.00 Litre,ea,"€ 5,79",https://www.reagecon.com/vessels/transport-boxes/storage-box-pe-hd-with-tightly-closing-pe-ld-lid-2-9033287?returnurl=%2fvessels%2ftransport-boxes%2f,910600,0.23
